,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Küte,Sanitaar,Vannitube,Lisaväärtused,Lisaruumid,Pliit,Side,Rõdu pind,Tagatisraha,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Lift,Rõdu,Parkimine,Katus,Krunt,Lisanduvad kommunaalkulud,Lisainfo,tasuta parkimine,Ventilatsioon,Parkimiskohti,tasuline parkimine,Lisanduvad kommunaalid,Maakleritasu,Piirangud
77,,5.0,4.0,113.0,,,korteriomand,,344000.0,A,kivimaja,2023.0,maaküte,"vann,saun",,,,,internet,24.0,,,,15740650,,rõdu,,,,,,,,,,,,
78,vajab renoveerimist,3.0,2.0,41.6,1.0,5.0,korteriomand,,98000.0,,kivimaja,2006.0,,"dušš,pesumasin",,,,,,,,,,,,,,,,,,,,,,,,
79,uusehitis,4.0,,92.7,3.0,3.0,korteriomand,"trepikoda lukus,turvauks,videokaamerad",285000.0,B,kivimaja,2021.0,"põrandaküte,gaasiküte","wc ja vannituba eraldi,saun,pesumasin,dušš",,"mööbli võimalus,külmik",panipaik,,,10.4,,,,0,jah,rõdu,,,,,,jah,,,,,,
80,uusehitis,2.0,1.0,54.4,7.0,11.0,korteriomand,"videokaamerad,trepikoda lukus,turvauks",180000.0,B,kivimaja,2016.0,"põrandaküte,keskküte",dušš,,"mööbel,külmik",,elektripliit,"internet,telefon,kaabel-TV",3.4,,70.0,120.0,,jah,rõdu,,,,,,,,,,,,
81,renoveeritud,3.0,2.0,64.8,9.0,9.0,korteriomand,trepikoda lukus,165000.0,D,paneelmaja,1989.0,keskküte,"wc ja vannituba eraldi,vann",,mööbel,,,"kaabel-TV,telefon,internet",,,120.0,200.0,,jah,,,,,,,,,,,,,
82,renoveeritud,2.0,1.0,43.1,8.0,9.0,korteriomand,trepikoda lukus,119900.0,D,paneelmaja,1968.0,keskküte,"vann,pesumasin",1.0,mööbel,,gaasipliit,,2.1,,,,,jah,klaasitud rõdu,tasuta parkimine,,,,,,,,,,,
83,uusehitis,2.0,1.0,55.3,5.0,8.0,korteriomand,"turvauks,trepikoda lukus",129900.0,D,kivimaja,2006.0,keskküte,vann,,"mööbel,külmik",,,"telefon,internet,kaabel-TV",,,130.0,250.0,,jah,,,,,,,,,,,,,
84,"valmis,renoveeritud",2.0,1.0,49.4,2.0,9.0,korteriomand,"trepikoda lukus,turvauks",126000.0,E,paneelmaja,1977.0,keskküte,"tsentraalne kanalisatsioon,dušš,pesumasin",1.0,,,elektripliit,,,,,,,,,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,,,,,,,,
85,renoveeritud,2.0,1.0,40.0,3.0,6.0,korteriomand,,135000.0,E,kivimaja,2000.0,,,1.0,,panipaik,elektripliit,,,,,,,,,,,,,,,,,,,,
86,valmis,4.0,3.0,96.7,7.0,8.0,korteriomand,"turvauks,trepikoda lukus",299000.0,B,,2012.0,keskküte,"dušš,wc ja vannituba eraldi,vann,pesumasin",,"mööbel,külmik",,elektripliit,,8.4,,77.0,160.0,,jah,rõdu,,,,,,,,,,,,
87,uusehitis,3.0,2.0,74.9,3.0,6.0,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",232000.0,,paneelmaja,2008.0,põrandaküte,"dušš,wc ja vannituba eraldi,vann,saun,pesumasin",,"mööbel,külmik",,,"telefon,internet,kaabel-TV",7.8,,,,,jah,rõdu,,,,,,,,,,,,
88,"vajab kapitaalremonti,vajab renoveerimist,valmis",2.0,2.0,51.2,2.0,5.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",90000.0,energiamärgis määramata,kivimaja,1983.0,keskküte,"dušš,wc ja vannituba eraldi,boiler,tsentraalne kanalisatsioon",1.0,,kelder,,internet,,,,,,,,tasuta parkimine,rullmaterjal,,,,,,,,,,
89,uusehitis,2.0,1.0,44.7,2.0,3.0,korteriomand,"trepikoda lukus,videokaamerad",165390.0,A,kivimaja,2023.0,"keskküte,maaküte",dušš,1.0,kinnine hoov,panipaik,,,10.9,,,,,,terrass,kindel parkimiskoht kinnistul,,,,https://nommeliiva.ee,,sundventilatsioon,,,,,
90,uusehitis,3.0,2.0,71.0,1.0,3.0,korteriomand,,227200.0,A,kivimaja,2023.0,,dušš,1.0,"eraldi sissepääs,kinnine hoov",panipaik,,,13.7,,,,,,terrass,kindel parkimiskoht kinnistul,,,,https://nommeliiva.ee,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,uusehitis,3.0,2.0,69.6,2.0,3.0,korteriomand,"trepikoda lukus,videokaamerad",229680.0,A,kivimaja,2023.0,"keskküte,autonoomne küte,põrandaküte,maaküte",dušš,1.0,eraldi sissepääs,panipaik,,,6.5,,,,,,rõdu,kindel parkimiskoht kinnistul,rullmaterjal,,,https://nommeliiva.ee,,sundventilatsioon,,,,,
94,,3.0,2.0,75.2,1.0,5.0,korteriomand,"turvauks,trepikoda lukus",215000.0,D,kivimaja,1973.0,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi",,"mööbel,külmik",,,,,,,,18180501,,,,,,,,,,,,,,
95,"uus viimistlus,renoveeritud,valmis",1.0,1.0,21.9,5.0,5.0,korteriomand,"trepikoda lukus,turvauks",86500.0,,kivimaja,1972.0,keskküte,"dušš,tsentraalne kanalisatsioon,pesumasin",1.0,"mööbel,mööbli võimalus","kelder,panipaik",elektripliit,"internet,digi-TV",,,,,,,,,,,,,,,,,,,
96,valmis,2.0,1.0,68.6,1.0,3.0,korteriomand,turvauks,265000.0,B,kivimaja,2014.0,gaasiküte,"saun,vann,tsentraalne kanalisatsioon,dušš,pesumasin",1.0,"kinnine hoov,mööbel",panipaik,elektripliit,"internet,digi-TV",,,,,,,,,plekk,,,,,,,,,,
97,valmis,1.0,1.0,16.5,1.0,4.0,korteriomand,trepikoda lukus,45000.0,energiamärgis määramata,kivimaja,1963.0,,"boiler,vann,pesumasin,dušš",1.0,"mööbel,külmik",,elektripliit,,,,,,,,,,,,,,,,,,,,
98,"uusehitis,valmis",3.0,2.0,69.0,6.0,7.0,korteriomand,trepikoda lukus,495000.0,energiamärgis määramata,kivimaja,2007.0,"põrandaküte,keskküte","vann,dušš",1.0,,panipaik,elektripliit,"internet,telefon,digi-TV",0.8,,,,,jah,prantsuse rõdu,parkimiskoht maa-aluses garaažis,,,,,,sundventilatsioon,,,,,
99,uusehitis,3.0,2.0,72.3,3.0,5.0,korteriomand,"turvauks,trepikoda lukus",229900.0,F,kivimaja,2003.0,"gaasiküte,põrandaküte","vann,pesumasin",,"mööbel,külmik",,,"kaabel-TV,telefon,internet",1.9,,,,,,rõdu,garaaž,,,,,,,,,,,
100,valmis,3.0,2.0,61.9,3.0,4.0,korteriomand,"turvauks,trepikoda lukus",210000.0,E,kivimaja,1950.0,gaasiküte,"tsentraalne kanalisatsioon,pesumasin,dušš",1.0,"mööbel,mööbli võimalus",garderoob,elektripliit,"digi-TV,internet",1.6,,,,19448601,,rõdu,"kindel parkimiskoht kinnistul,tasuta parkimine",plekk,,,,,,,,,,
101,"uusehitis,valmis",3.0,,65.8,3.0,4.0,korteriomand,"turvauks,trepikoda lukus",255000.0,B,kivimaja,2021.0,,"pesumasin,dušš,tsentraalne kanalisatsioon",,"mööbel,mööbli võimalus",panipaik,elektripliit,"internet,digi-TV",,,,,,,rõdu,kindel parkimiskoht kinnistul,,,,,,,,,,,
102,"valmis,renoveeritud,uus viimistlus",2.0,1.0,37.3,3.0,4.0,korteriomand,"trepikoda lukus,turvauks",129000.0,F,kivimaja,1960.0,keskküte,"tsentraalne kanalisatsioon,dušš,pesumasin,boiler",1.0,külmik,"kelder,panipaik",elektripliit,"internet,digi-TV",,,,,16035601,,,"tasuta parkimine,kindel parkimiskoht kinnistul",kivi,,,,,,,,,,
103,renoveeritud,2.0,1.0,42.1,1.0,5.0,korteriomand,"trepikoda lukus,naabrivalve,turvauks",117500.0,energiamärgis määramata,paneelmaja,1964.0,keskküte,"pesumasin,dušš",,"mööbel,külmik",,elektripliit,"internet,kaabel-TV",,,70.0,160.0,,,,,,,,,,,,,,,
104,,2.0,1.0,42.1,1.0,5.0,korteriomand,,105000.0,D,paneelmaja,1964.0,,,1.0,,,gaasipliit,,,,,,0,,,,,,,,,,,,,,
105,vajab kapitaalremonti,1.0,1.0,30.0,5.0,5.0,korteriomand,trepikoda lukus,72500.0,C,paneelmaja,1965.0,keskküte,,,,,gaasipliit,,,,,,,,,,,,,,,,,,,,
106,renoveeritud,2.0,1.0,52.9,1.0,3.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",133000.0,F,kivimaja,1961.0,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,pesumasin",,külmik,,gaasipliit,"telefon,internet,kaabel-TV",,,100.0,180.0,,,,,,,,,,,,,,,
107,uusehitis,3.0,2.0,66.0,3.0,6.0,korteriomand,"turvauks,trepikoda lukus",277000.0,,paneelmaja,2020.0,"põrandaküte,gaasiküte","dušš,wc ja vannituba eraldi",,"mööbli võimalus,külmik",panipaik,elektripliit,"telefon,kaabel-TV,internet",,,,,0,jah,rõdu,,,,,,jah,,,,,,
108,renoveeritud,3.0,2.0,46.8,1.0,5.0,korteriomand,"turvauks,trepikoda lukus",132900.0,,paneelmaja,1971.0,"põrandaküte,keskküte",dušš,,,,gaasipliit,,,,,,,,,,,,,,,,,,,,
109,renoveeritud,1.0,1.0,18.0,2.0,2.0,korteriomand,,67000.0,energiamärgis määramata,puitmaja,1940.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
110,renoveeritud,3.0,2.0,61.5,,2.0,,"turvauks,trepikoda lukus",199000.0,,kivimaja,2022.0,elektriküte,"dušš,pesumasin",,"mööbel,külmik",kelder,,"kaabel-TV,telefon,internet",,,,,101017654,,,,,,,,,,,,,,
111,"uus viimistlus,valmis",3.0,2.0,59.7,3.0,3.0,korteriomand,"trepikoda lukus,turvauks",119900.0,D,kivimaja,2007.0,elektriküte,"pesumasin,dušš,vann,saun,tsentraalne kanalisatsioon,boiler",1.0,"TV,külmik",,elektripliit,"digi-TV,internet,telefon",,400.0,85.0,130.0,11113102,,,tasuta parkimine,plekk,,,,,,,,"vesi,elekter,kõik kommunaalteenused",480.0,
112,uusehitis,3.0,2.0,91.4,,2.0,korteriomand,"turvauks,naabrivalve",239900.0,energiamärgis määramata,kivimaja,2011.0,"põrandaküte,gaasiküte,õhksoojuspump,kamin","pesumasin,dušš,vann",,külmik,,elektripliit,"internet,kaabel-TV",9.2,,90.0,180.0,,,rõdu,,,,,,,,,,,,
113,valmis,3.0,2.0,55.9,3.0,5.0,korteriomand,"turvauks,trepikoda lukus",125000.0,E,paneelmaja,1963.0,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",1.0,"mööbel,mööbli võimalus",kelder,gaasipliit,"internet,digi-TV",2.0,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,
114,vajab renoveerimist,2.0,1.0,54.4,4.0,5.0,korteriomand,trepikoda lukus,57000.0,,paneelmaja,1961.0,keskküte,"wc ja vannituba eraldi,vann",,"mööbel,külmik",,elektripliit,internet,,,70.0,180.0,58001,,rõdu,,,,,,,,,,,,
115,renoveeritud,1.0,,32.7,6.0,9.0,,,92000.0,E,paneelmaja,,keskküte,,,mööbel,,elektripliit,,,,,,,jah,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
116,renoveeritud,1.0,1.0,38.9,3.0,5.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",180000.0,energiamärgis määramata,kivimaja,1961.0,"keskküte,põrandaküte","dušš,pesumasin",,"mööbel,külmik",,elektripliit,"telefon,internet,kaabel-TV",,,65.0,150.0,,,,,,,,,,,,,,,
117,uusehitis,2.0,1.0,50.9,3.0,3.0,korteriomand,"naabrivalve,trepikoda lukus,turvauks",172000.0,B,kivimaja,2022.0,"põrandaküte,keskküte",dušš,,külmik,,elektripliit,"internet,kaabel-TV",8.9,,90.0,,,jah,rõdu,,,,,,,,,,,,
118,uusehitis,4.0,3.0,103.7,3.0,6.0,korteriomand,"turvauks,trepikoda lukus,videokaamerad,naabrivalve",449000.0,A,kivimaja,2016.0,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann",,,,,"kaabel-TV,internet",3.8,,,,,jah,rõdu,,,,,,,,,,,,
119,renoveeritud,3.0,2.0,51.5,3.0,6.0,korteriomand,"naabrivalve,trepikoda lukus",249900.0,,kivimaja,1902.0,keskküte,"pesumasin,dušš",,"mööbel,külmik",,elektripliit,"telefon,internet",,,,,,,,,,,,,,,,,,,
120,uusehitis,1.0,1.0,53.5,2.0,8.0,korteriomand,"videokaamerad,turvauks",239000.0,energiamärgis määramata,kivimaja,2007.0,"keskküte,põrandaküte","dušš,vann,saun,pesumasin",,"mööbel,külmik",,elektripliit,internet,7.1,,65.0,140.0,,jah,rõdu,,,,,,,,,,,,
121,renoveeritud,2.0,1.0,38.2,1.0,2.0,korteriomand,"trepikoda lukus,turvauks,naabrivalve",115000.0,energiamärgis määramata,puitmaja,,"õhksoojuspump,kamin,põrandaküte","pesumasin,dušš",,külmik,,elektripliit,"internet,kaabel-TV",,,100.0,190.0,,,,,,,,,,,,,,,
122,uusehitis,3.0,2.0,69.3,3.0,6.0,korteriomand,"videokaamerad,turvauks,trepikoda lukus",275000.0,E,kivimaja,2000.0,"keskküte,põrandaküte","dušš,vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,internet",,,120.0,250.0,,jah,,,,,,,,,,,,,
123,vajab renoveerimist,2.0,1.0,39.7,4.0,4.0,korteriomand,"trepikoda lukus,turvauks",91900.0,D,kivimaja,1963.0,keskküte,vann,,külmik,,gaasipliit,"kaabel-TV,internet",,,,,,,,,,,,,,,,,,,
124,valmis,3.0,2.0,73.6,2.0,6.0,korteriomand,"videokaamerad,turvauks,trepikoda lukus",280000.0,C,kivimaja,2000.0,"keskküte,põrandaküte","dušš,saun,pesumasin",,"mööbel,külmik",,,"kaabel-TV,telefon,internet",1.0,,,,2244301,jah,rõdu,garaaž,,,,,,,,,,,
125,,1.0,,32.7,2.0,9.0,,"naabrivalve,turvauks,trepikoda lukus",89000.0,D,,1988.0,keskküte,"vann,pesumasin",,"mööbel,külmik",,elektripliit,,0.0,,,,,jah,rõdu,,,,,,,,,,,,
126,valmis,2.0,1.0,47.3,5.0,5.0,korteriomand,"turvauks,trepikoda lukus",119000.0,E,kivimaja,1963.0,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,"mööbel,külmik",,gaasipliit,"kaabel-TV,internet",,,45.0,140.0,101014962,,,,,,,,,,,,,,
127,,2.0,1.0,46.6,1.0,3.0,korteriomand,trepikoda lukus,119000.0,E,kivimaja,1950.0,keskküte,wc ja vannituba eraldi,1.0,mööbli võimalus,kelder,elektripliit,,,,,,,,,tasuta parkimine,bituumen,,,,,,,,,,
128,valmis,2.0,1.0,81.7,4.0,9.0,korteriomand,"trepikoda lukus,turvauks,naabrivalve",260000.0,C,kivimaja,2003.0,"põrandaküte,keskküte","vann,wc ja vannituba eraldi,saun,dušš,pesumasin",,külmik,,elektripliit,"internet,kaabel-TV",,,140.0,270.0,,jah,,,,,,,,,,,,,
129,valmis,2.0,1.0,81.7,4.0,9.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",260000.0,C,kivimaja,2003.0,"põrandaküte,keskküte","wc ja vannituba eraldi,dušš,pesumasin,vann,saun",,külmik,,elektripliit,"internet,kaabel-TV",,,140.0,270.0,,jah,,,,,,,,,,,,,
130,renoveeritud,3.0,2.0,43.4,6.0,9.0,korteriomand,trepikoda lukus,123000.0,D,paneelmaja,1971.0,"keskküte,põrandaküte",dušš,,,,,,2.0,,,,14391301,jah,rõdu,,,,,,,,,,,,
131,vajab renoveerimist,1.0,,32.7,3.0,5.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",83000.0,D,paneelmaja,1991.0,keskküte,"dušš,vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,85.0,120.0,,,,,,,,,,,,,,,
132,valmis,3.0,2.0,75.7,1.0,3.0,korteriomand,"naabrivalve,videokaamerad,trepikoda lukus",235000.0,B,kivimaja,2005.0,"keskküte,kamin","dušš,vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,,,,,,garaaž,,,,,,,,,,,
133,vajab renoveerimist,3.0,2.0,60.0,3.0,9.0,,,142000.0,,,,,,,mööbel,,,,3.0,,70.0,130.0,,jah,rõdu,,,,,,,,,,,,
134,vajab renoveerimist,1.0,1.0,16.6,1.0,5.0,kinnistu,"naabrivalve,turvauks,trepikoda lukus",69000.0,,paneelmaja,1966.0,keskküte,"dušš,boiler,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,,,
135,san remont tehtud,1.0,1.0,31.7,2.0,2.0,kinnistu,"naabrivalve,turvauks,trepikoda lukus",32100.0,,kivimaja,1965.0,"keskküte,kamin","vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,,,
136,valmis,2.0,1.0,49.4,,9.0,kinnistu,"naabrivalve,turvauks,trepikoda lukus",135000.0,,paneelmaja,1984.0,keskküte,"wc ja vannituba eraldi,vann",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,,,
137,vajab renoveerimist,3.0,2.0,48.9,1.0,4.0,kinnistu,,132000.0,,paneelmaja,1962.0,,,,,,,,,,,,,,,,,,,,,,,,,,
138,san remont tehtud,1.0,1.0,22.6,,1.0,kinnistu,"naabrivalve,turvauks,trepikoda lukus",91900.0,,puitmaja,,elektriküte,"dušš,boiler,pesumasin",,"mööbel,külmik",,gaasipliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,,,
139,vajab renoveerimist,4.0,3.0,76.0,,5.0,kinnistu,"naabrivalve,turvauks,trepikoda lukus",43000.0,,kivimaja,1989.0,keskküte,"wc ja vannituba eraldi,vann,boiler,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",4.0,,,,,,rõdu,,,,,,,,,,,,
140,vajab renoveerimist,2.0,1.0,36.9,,2.0,kinnistu,"naabrivalve,trepikoda lukus",40000.0,,kivimaja,1963.0,õhksoojuspump,"dušš,wc ja vannituba eraldi,boiler,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,,,
141,vajab kapitaalremonti,1.0,1.0,33.1,4.0,5.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",82000.0,E,paneelmaja,1977.0,keskküte,"vann,dušš",,"mööbel,külmik",,,"internet,telefon,kaabel-TV",,,,,101013798,,,,,,,,,,,,,,
142,valmis,4.0,,115.8,3.0,3.0,korteriomand,"trepikoda lukus,turvauks,turvasüsteem",295000.0,D,kivimaja,2002.0,,"pesumasin,dušš,vann",,"mööbel,mööbli võimalus,külmik",panipaik,,internet,,,,,,,rõdu,,,13480 m²,Added_to_price,http://www.arcovara.ee/319978,,,,,,,
143,uusehitis,3.0,3.0,68.1,3.0,5.0,korteriomand,trepikoda lukus,299990.0,B,,2021.0,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann",2.0,"mööbel,mööbli võimalus","panipaik,garderoob",elektripliit,"telefon,internet,digi-TV",6.9,,,,,jah,"rõdu,kinnine rõdu",kindel parkimiskoht kinnistul,,,,,,,,,,,
144,,3.0,3.0,64.9,1.0,9.0,korteriomand,,125900.0,D,paneelmaja,1980.0,keskküte,,,mööbli võimalus,,elektripliit,"digi-TV,internet",,,,,,,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
145,renoveeritud,2.0,1.0,27.6,3.0,3.0,korteriomand,"naabrivalve,trepikoda lukus,turvauks",110000.0,energiamärgis määramata,puitmaja,1937.0,"põrandaküte,gaasiküte,õhksoojuspump,kombineeritud küte,elektriküte","dušš,pesumasin",,"mööbel,mööbli võimalus,külmik",,gaasipliit,"internet,kaabel-TV,telefon",,,,,,,,,,,,,jah,,,,,,
146,uusehitis,4.0,3.0,75.1,2.0,6.0,korteriomand,,282900.0,A,,2022.0,keskküte,,,,,,,11.7,,,,3784050,jah,rõdu,,,,,,,,,,,,
147,valmis,3.0,2.0,62.0,5.0,5.0,korteriomand,trepikoda lukus,115000.0,energiamärgis määramata,paneelmaja,1990.0,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",,,,,"kaabel-TV,internet",,,,,,,,,,,,,,,,,,,
148,,3.0,2.0,64.0,5.0,9.0,korteriomand,trepikoda lukus,147500.0,E,paneelmaja,1988.0,keskküte,"dušš,vann",,,,,"kaabel-TV,internet",,,,,,jah,,,,,,,,,,,,,
149,uusehitis,2.0,1.0,39.8,2.0,6.0,korteriomand,,161900.0,A,,2022.0,keskküte,,,,,,,4.3,,,,3784050,jah,rõdu,,,,,,,,,,,,
150,uusehitis,3.0,2.0,59.9,2.0,6.0,korteriomand,,236900.0,A,,2022.0,keskküte,,,,,,,6.3,,,,3784050,jah,rõdu,,,,,,,,,,,,
151,,1.0,,23.2,1.0,2.0,korteriomand,turvauks,70000.0,energiamärgis määramata,puitmaja,1961.0,elektriküte,"dušš,pesumasin",,mööbel,,,"kaabel-TV,internet",,,,,,,,,,,,,,,,,,,
152,valmis,2.0,1.0,61.7,3.0,8.0,korteriomand,"videokaamerad,trepikoda lukus",179000.0,D,kivimaja,2008.0,keskküte,"dušš,pesumasin",,"mööbel,külmik",,,"kaabel-TV,internet",,,,,,jah,,,,,,,,kliimaseade,,,,,
153,renoveeritud,3.0,2.0,110.9,8.0,8.0,korteriomand,"videokaamerad,turvauks,trepikoda lukus",329000.0,D,kivimaja,2008.0,keskküte,"dušš,wc ja vannituba eraldi",,külmik,,,internet,,,,,,jah,,,,,,,,kliimaseade,,,,,
154,uusehitis,2.0,1.0,52.5,1.0,4.0,korteriomand,trepikoda lukus,225500.0,B,,2022.0,põrandaküte,dušš,,,,elektripliit,,5.2,,,,,jah,rõdu,,,,,,,,,,,,
155,uusehitis,2.0,1.0,44.9,2.0,5.0,korteriomand,"turvauks,trepikoda lukus",175600.0,B,paneelmaja,2022.0,"gaasiküte,põrandaküte",dušš,,,,,internet,,,,,1630701,jah,,garaaž,,,,,,,,,,,
156,uusehitis,2.0,1.0,46.9,2.0,5.0,korteriomand,"turvauks,trepikoda lukus",195300.0,B,paneelmaja,2022.0,"gaasiküte,põrandaküte",dušš,,,,,internet,3.5,,,,1630701,jah,rõdu,garaaž,,,,,,,,,,,
157,uusehitis,3.0,2.0,67.9,2.0,4.0,korteriomand,trepikoda lukus,329900.0,A,,2022.0,"põrandaküte,keskküte","vann,wc ja vannituba eraldi",1.0,mööbel,"panipaik,garderoob",elektripliit,"digi-TV,internet,telefon",4.1,,,,,jah,klaasitud rõdu,parkimiskoht maa-aluses garaažis,,,,,,,,,,,
158,uusehitis,2.0,1.0,48.8,1.0,4.0,korteriomand,trepikoda lukus,165900.0,B,paneelmaja,2023.0,"põrandaküte,keskküte",dušš,1.0,,,,"digi-TV,internet,telefon",6.9,,,,,jah,rõdu,kindel parkimiskoht kinnistul,,,,,,sundventilatsioon,,,,,
159,uusehitis,3.0,2.0,62.2,1.0,5.0,korteriomand,trepikoda lukus,204900.0,B,paneelmaja,2022.0,"keskküte,põrandaküte",vann,1.0,mööbel,"panipaik,garderoob",elektripliit,"internet,digi-TV,telefon",10.2,,,,,jah,rõdu,parkimiskoht maa-aluses garaažis,,,,,,sundventilatsioon,,,,,
160,"valmis,uusehitis",3.0,2.0,63.3,2.0,4.0,korteriomand,trepikoda lukus,289900.0,B,paneelmaja,2022.0,"keskküte,põrandaküte",wc ja vannituba eraldi,1.0,mööbel,panipaik,,"internet,telefon,digi-TV",4.6,,,,,jah,"terrass,rõdu,klaasitud rõdu",parkimiskoht maa-aluses garaažis,,,,,,sundventilatsioon,,,,,
161,vajab kapitaalremonti,2.0,,54.0,7.0,9.0,korteriomand,,84990.0,energiamärgis määramata,paneelmaja,,keskküte,,,,,,,,,,,,jah,,,,,,,,,,,,,
162,uusehitis,2.0,1.0,39.5,1.0,4.0,korteriomand,trepikoda lukus,182900.0,B,paneelmaja,2022.0,"põrandaküte,keskküte",dušš,1.0,"eraldi sissepääs,mööbel",panipaik,elektripliit,"telefon,digi-TV,internet",4.3,,,,,jah,"klaasitud rõdu,terrass",tasuta parkimine,,,,,,sundventilatsioon,,,,,
163,uusehitis,1.0,,32.5,1.0,5.0,korteriomand,trepikoda lukus,159900.0,B,,2022.0,"põrandaküte,keskküte",dušš,1.0,,,,"digi-TV,telefon,internet",,,,,,jah,terrass,parkimiskoht maa-aluses garaažis,,,,,,sundventilatsioon,,,,,
164,uusehitis,3.0,2.0,58.8,2.0,4.0,korteriomand,trepikoda lukus,209900.0,B,kivimaja,2022.0,"põrandaküte,keskküte",vann,1.0,,panipaik,,"digi-TV,telefon,internet",5.3,,,,,jah,rõdu,kindel parkimiskoht kinnistul,,,,,,sundventilatsioon,,,,,
165,uusehitis,2.0,1.0,45.6,2.0,4.0,korteriomand,trepikoda lukus,174900.0,B,,2022.0,"keskküte,põrandaküte",dušš,1.0,mööbli võimalus,panipaik,,"internet,telefon,digi-TV",4.7,,,,,jah,rõdu,kindel parkimiskoht kinnistul,,,,,,sundventilatsioon,,,,,
166,renoveeritud,3.0,2.0,58.2,1.0,5.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",147000.0,E,paneelmaja,1964.0,keskküte,"pesumasin,vann,dušš",,"mööbel,külmik",,elektripliit,"telefon,internet,kaabel-TV",,,,,,,,,,,,,,,,,,,
167,,4.0,3.0,79.2,5.0,9.0,korteriomand,"videokaamerad,turvauks,trepikoda lukus",144900.0,E,paneelmaja,1986.0,keskküte,"dušš,wc ja vannituba eraldi",,,,,,,,70.0,165.0,,jah,,,,,,,,,,,,,
168,valmis,3.0,2.0,100.2,3.0,3.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",269000.0,,puitmaja,1927.0,"kamin,õhksoojuspump","dušš,boiler,pesumasin",,,,elektripliit,"kaabel-TV,internet",,,100.0,200.0,,,,,,,,,,,,,,,
169,,2.0,1.0,47.2,3.0,5.0,korteriomand,"turvauks,trepikoda lukus",38400.0,B,paneelmaja,,keskküte,wc ja vannituba eraldi,,,,,,,,85.0,120.0,,,,,,,,,,,,,,,
170,valmis,3.0,2.0,49.7,1.0,3.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",200000.0,,kivimaja,1219.0,keskküte,"dušš,saun,pesumasin",,"mööbel,külmik",,,internet,,,,,,,,,,,,,,,,,,,
171,uusehitis,2.0,1.0,43.2,1.0,2.0,korteriomand,"turvauks,trepikoda lukus",151200.0,,kivimaja,2022.0,"põrandaküte,õhksoojuspump",dušš,,külmik,,elektripliit,"kaabel-TV,internet",14.8,,,,,,rõdu,,,,,,,,,,,,
172,uusehitis,2.0,1.0,54.6,2.0,2.0,korteriomand,"turvauks,trepikoda lukus",185640.0,,kivimaja,2022.0,"põrandaküte,õhksoojuspump",dušš,,külmik,,elektripliit,"kaabel-TV,internet",14.8,,,,,,rõdu,,,,,,,,,,,,
173,uusehitis,4.0,3.0,99.3,2.0,2.0,korteriomand,,317800.0,,kivimaja,2022.0,,dušš,,,,,,25.7,,,,,,rõdu,,,,,,,,,,,,
