,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Lisaväärtused,Hind,Suve kommunaalid,Talve kommunaalid,Energiamärgis,Ehitusaasta,Lift,Küte,Sanitaar,Pliit,Vannitube,Turvasüsteem,Materjal,Side,Ventilatsioon,Omandiõigus,Lisanduvad kommunaalkulud,Lisanduvad kommunaalid,Parkimiskohti,tasuta parkimine,Lisaruumid,tasuline parkimine,Tagatisraha,Krunt,Kinnistu number,Maakleritasu,Parkimine,Katus,Piirangud,Lisainfo,maakond
70,"K. A. Hermanni tn 2,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,renoveeritud",3,2,73.3,rõdu,,3,6,"kinnine hoov,mööbel,TV,külmik",750.0,,,E,2000,,"põrandaküte,elektriküte","dušš,tsentraalne kanalisatsioon,boiler,pesumasin",elektripliit,1,"trepikoda lukus,turvauks,naabrivalve",kivimaja,"internet,telefon,digi-TV",,korteriomand,,,,,garderoob,,750.00,,,750.00,"tasuline parkimine,kindel parkimiskoht kinnistul",plekk,,,harju
71,"Erika tn 5A, kopli,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,,35.0,,,3,4,"mööbel,Lemmikloomad lubatud,külmik",450.0,,,,,,,,,,,,,,,,,,,garderoob,,450.00,,,450.00,tasuta parkimine,,,,harju
72,"Järve tn 2,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,46.4,rõdu,,5,19,,750.0,,,C,2022,,,,,1,,paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
73,"Rõika tn 17, Kristiine,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,4,2,105.0,rõdu,7.00,,2,külmik,850.0,150.00,300.00,F,1994,,"keskküte,elektriküte,kamin,põrandaküte","dušš,wc ja vannituba eraldi,saun,boiler,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,garaaž,,,,harju
74,"Valge tn 18h, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,53.8,rõdu,7.70,1,5,"mööbel,külmik",800.0,100.00,180.00,D,2004,jah,gaasiküte,"dušš,pesumasin",,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,800.00,,,,,,,,harju
75,"Naeri tn 5, Veerenni,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,4,3,88.9,,,1,2,,1000.0,,,energiamärgis määramata,2013,,,,,2,,puitmaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
76,"Nurme tn 29,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,1,36.0,,,1,2,"kinnine hoov,mööbel,külmik",390.0,,,,,,elektriküte,"pesumasin,boiler,vann,tsentraalne kanalisatsioon",,1,"trepikoda lukus,naabrivalve",puitmaja,,,,,elekter,,,,,390.00,,,390.00,kindel parkimiskoht kinnistul,,,,harju
77,"Sadama tn 19, Paldiski,Paldiski linn, Harju maakond",2022-10-24,renoveeritud,2,1,39.9,,,3,4,"mööbel,mööbli võimalus,külmik",350.0,,,D,1987,,"keskküte,põrandaküte","dušš,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"telefon,internet",,korteriomand,,,,jah,,,,,6132002,,,,,,harju
78,"Uuslinna tn 9/1-14, Kesklinn,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,60.5,rõdu,10.60,5,5,"mööbel,külmik",750.0,150.00,250.00,,2015,jah,"põrandaküte,keskküte","vann,pesumasin",,,"trepikoda lukus,turvauks",kivimaja,"telefon,internet,kaabel-TV",,korteriomand,,,,,,,750.00,,,,garaaž,,,,harju
79,"Kiikri tn 6/1,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,4,3,109.5,,,1,5,"mööbel,külmik",2200.0,,,B,2022,jah,keskküte,"dušš,wc ja vannituba eraldi,saun,pesumasin",,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,,,korteriomand,,,,,garderoob,,,,,,garaaž,,,,harju
80,"Raekoja plats 10,Vanalinn, Tallinn, Harju maakond",2022-10-24,,3,2,197.2,,,5,5,külmik,3000.0,,,energiamärgis määramata,1897,,"kamin,õhksoojuspump","dušš,wc ja vannituba eraldi,vann,boiler,pesumasin",,,trepikoda lukus,kivimaja,internet,kliimaseade,korteriomand,,,,,,,,,,,,,,,harju
81,"Kalaranna tn 8/9, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,81.1,rõdu,15.80,3,5,"mööbel,külmik",2500.0,,,energiamärgis määramata,2022,jah,keskküte,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,trepikoda lukus,kivimaja,internet,,korteriomand,,,,,,,,,,,garaaž,,,,harju
82,"Talli tn 5, Tondi,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,65.0,,,1,2,"mööbel,külmik",1250.0,,,energiamärgis määramata,1916,,keskküte,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
83,"Viru tn 1-1,Vanalinn, Tallinn, Harju maakond",2022-10-24,,2,,62.0,,,,,mööbel,1099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
84,"Putke tee 5-1,Maardu linn, Harju maakond",2022-10-24,,2,1,35.0,,,,,"eraldi sissepääs,kinnine hoov,mööbel,TV",400.0,,,,,,ahjuküte,,,,,kivimaja,,,,,,,,,,400.00,,,,,,,,harju
85,"Punane tn 31,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,60.5,rõdu,6.00,,9,mööbel,550.0,90.00,200.00,,1973,jah,,"dušš,pesumasin",,,turvauks,paneelmaja,"kaabel-TV,telefon,internet",,kinnistu,,,,,,,,,,,,,,,harju
86,"Rävala pst 11,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,2,40.0,,,1,5,"mööbel,külmik",480.0,,,,1951,,keskküte,"vann,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,telefon,internet",,kinnistu,,,,,,,,,,,,,,,harju
87,"Peetri tn 7, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,25.4,,,3,3,"mööbel,külmik",597.0,,,energiamärgis määramata,2021,,keskküte,"dušš,pesumasin",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
88,"Pille tn 7/3, Veerenni,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,44.7,,,3,6,"mööbel,külmik",757.0,,,B,2019,,keskküte,"dušš,pesumasin",elektripliit,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
89,"Siidisaba tn,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,46.0,rõdu,4.00,2,5,"mööbel,külmik",515.0,,,,1971,,keskküte,"dušš,vann,pesumasin",gaasipliit,,,,"kaabel-TV,internet",,,,,,,,,,,,,,,,,harju
90,"Paekalda tn 14,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,41.8,rõdu,4.70,4,5,"mööbel,külmik",750.0,,,,2022,jah,"põrandaküte,keskküte","pesumasin,dušš",,,"turvauks,trepikoda lukus,videokaamerad",kivimaja,"internet,kaabel-TV,telefon",,korteriomand,,,,jah,panipaik,,,,,,,,,,harju
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
93,"Kalaranna tn 27,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,67.9,klaasitud rõdu,4.10,2,4,mööbel,1250.0,100.00,200.00,A,2022,jah,"põrandaküte,keskküte","vann,pesumasin,wc ja vannituba eraldi",elektripliit,1,trepikoda lukus,,"digi-TV,telefon,internet",sundventilatsioon,korteriomand,,,,,"panipaik,garderoob",,1250.00,,,1500.00,parkimiskoht maa-aluses garaažis,,,,harju
94,"Heki tee 8,Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-24,uusehitis,4,3,111.2,rõdu,14.30,3,5,külmik,890.0,,,C,2020,jah,keskküte,"dušš,wc ja vannituba eraldi,vann,saun",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,garaaž,,,,harju
95,"Peterburi tee 9, Sikupilli,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,71.3,rõdu,2.00,2,3,"mööbel,külmik",850.0,120.00,350.00,E,,,"keskküte,põrandaküte","dušš,boiler,pesumasin",elektripliit,,"videokaamerad,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
96,"Liikuri tn 18b,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,41.9,rõdu,2.30,2,4,mööbel,650.0,,140.00,C,2020,,keskküte,"vann,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",paneelmaja,"telefon,internet",,korteriomand,,,,,,,650.00,,,,,,,,harju
97,"Veerenni tn 19,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,58.3,,,1,3,"mööbel,külmik",850.0,80.00,260.00,energiamärgis määramata,1940,,"gaasiküte,põrandaküte","vann,pesumasin",,,turvauks,puitmaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
98,"Pirita tee 26, Meerhof,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,171.5,rõdu,49.30,7,9,,2750.0,,,B,2015,jah,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann",,,"turvauks,trepikoda lukus",paneelmaja,internet,kliimaseade,korteriomand,,,,,,,,,,,,,,,harju
99,"Suur-Ameerika tn 35b,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,55.6,,,,6,"mööbel,külmik",590.0,,,E,,,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,,korteriomand,,,,,,,,,,,,,,,harju
100,"Talli tn 5, Tondi,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,65.0,,,1,2,"mööbel,külmik",1250.0,,,energiamärgis määramata,1916,,keskküte,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
101,"Viru tn 1-1,Vanalinn, Tallinn, Harju maakond",2022-10-24,,2,,62.0,,,,,mööbel,1099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
102,"Putke tee 5-1,Maardu linn, Harju maakond",2022-10-24,,2,1,35.0,,,,,"eraldi sissepääs,kinnine hoov,mööbel,TV",400.0,,,,,,ahjuküte,,,,,kivimaja,,,,,,,,,,400.00,,,,,,,,harju
103,"Punane tn 31,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,60.5,rõdu,6.00,,9,mööbel,550.0,90.00,200.00,,1973,jah,,"dušš,pesumasin",,,turvauks,paneelmaja,"kaabel-TV,telefon,internet",,kinnistu,,,,,,,,,,,,,,,harju
104,"Rävala pst 11,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,2,40.0,,,1,5,"mööbel,külmik",480.0,,,,1951,,keskküte,"vann,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,telefon,internet",,kinnistu,,,,,,,,,,,,,,,harju
105,"Peetri tn 7, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,25.4,,,3,3,"mööbel,külmik",597.0,,,energiamärgis määramata,2021,,keskküte,"dušš,pesumasin",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
106,"Pille tn 7/3, Veerenni,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,44.7,,,3,6,"mööbel,külmik",757.0,,,B,2019,,keskküte,"dušš,pesumasin",elektripliit,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
107,"Siidisaba tn,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,46.0,rõdu,4.00,2,5,"mööbel,külmik",515.0,,,,1971,,keskküte,"dušš,vann,pesumasin",gaasipliit,,,,"kaabel-TV,internet",,,,,,,,,,,,,,,,,harju
108,"Paekalda tn 14,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,41.8,rõdu,4.70,4,5,"mööbel,külmik",750.0,,,,2022,jah,"põrandaküte,keskküte","pesumasin,dušš",,,"turvauks,trepikoda lukus,videokaamerad",kivimaja,"internet,kaabel-TV,telefon",,korteriomand,,,,jah,panipaik,,,,,,,,,,harju
109,"Instituudi tee 3,Harku alevik, Harku vald, Harju maakond",2022-10-24,valmis,1,,38.2,,,2,3,mööbel,400.0,,,D,2007,,keskküte,"dušš,pesumasin",,,trepikoda lukus,kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
110,"Õismäe tee 118,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,3,65.8,kinnine rõdu,6.00,4,9,"mööbel,TV,külmik",700.0,80.00,180.00,D,,jah,keskküte,"pesumasin,wc ja vannituba eraldi,tsentraalne kanalisatsioon",elektripliit,1,"trepikoda lukus,turvauks,videokaamerad",paneelmaja,"internet,digi-TV",,korteriomand,,kõik kommunaalteenused,,,,,700.00,,,700.00,tasuta parkimine,rullmaterjal,,,harju
111,"Kalaranna tn 27,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,67.9,klaasitud rõdu,4.10,2,4,mööbel,1250.0,100.00,200.00,A,2022,jah,"põrandaküte,keskküte","vann,pesumasin,wc ja vannituba eraldi",elektripliit,1,trepikoda lukus,,"digi-TV,telefon,internet",sundventilatsioon,korteriomand,,,,,"panipaik,garderoob",,1250.00,,,1500.00,parkimiskoht maa-aluses garaažis,,,,harju
112,"Jõekalda tee 21-6,Arkna küla, Rakvere vald, Lääne-Viru maakond",2022-10-24,renoveeritud,3,2,50.9,,,1,2,külmik,330.0,,,,,,,"dušš,boiler,pesumasin",puupliit,,"naabrivalve,trepikoda lukus",kivimaja,internet,,korteriomand,,,,,,,,,,,,,,,harju
113,"Jõekalda tee 33-3,Arkna küla, Rakvere vald, Lääne-Viru maakond",2022-10-24,,2,,46.6,rõdu,12.00,2,3,,280.0,,,,,,,,,,,kivimaja,,,,,,,,,,,,,,,,,,harju
114,"Heki tee 8,Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-24,uusehitis,4,3,111.2,rõdu,14.30,3,5,külmik,890.0,,,C,2020,jah,keskküte,"dušš,wc ja vannituba eraldi,vann,saun",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,garaaž,,,,harju
115,"Peterburi tee 9, Sikupilli,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,71.3,rõdu,2.00,2,3,"mööbel,külmik",850.0,120.00,350.00,E,,,"keskküte,põrandaküte","dušš,boiler,pesumasin",elektripliit,,"videokaamerad,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
116,"Mulla tn 10,Haapsalu linn, Lääne maakond",2022-10-24,valmis,4,3,60.5,,,2,5,"mööbel,külmik",570.0,,,,1972,,keskküte,"dušš,pesumasin",,,"turvauks,trepikoda lukus",paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
117,"Liikuri tn 18b,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,41.9,rõdu,2.30,2,4,mööbel,650.0,,140.00,C,2020,,keskküte,"vann,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",paneelmaja,"telefon,internet",,korteriomand,,,,,,,650.00,,,,,,,,harju
118,"Veerenni tn 19,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,58.3,,,1,3,"mööbel,külmik",850.0,80.00,260.00,energiamärgis määramata,1940,,"gaasiküte,põrandaküte","vann,pesumasin",,,turvauks,puitmaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
119,"Pirita tee 26, Meerhof,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,171.5,rõdu,49.30,7,9,,2750.0,,,B,2015,jah,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann",,,"turvauks,trepikoda lukus",paneelmaja,internet,kliimaseade,korteriomand,,,,,,,,,,,,,,,harju
120,"Suur-Ameerika tn 35b,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,55.6,,,,6,"mööbel,külmik",590.0,,,E,,,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,,korteriomand,,,,,,,,,,,,,,,harju
121,"Manufaktuuri tn 20,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,1,1,29.9,rõdu,3.40,6,9,"mööbel,külmik",550.0,65.00,110.00,B,2019,jah,"põrandaküte,keskküte","pesumasin,dušš",elektripliit,,"turvauks,trepikoda lukus,naabrivalve",kivimaja,"internet,kaabel-TV",,korteriomand,,,,,,,,,,,,,,,harju
122,"Pärnu mnt 131,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,36.6,,,3,4,,530.0,,,energiamärgis määramata,1961,,,,,1,,kivimaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
123,"Posti tn 1/1,Haapsalu linn, Lääne maakond",2022-10-24,renoveeritud,2,,55.7,,,1,2,"mööbel,TV,külmik",380.0,,,energiamärgis määramata,2021,,keskküte,"tsentraalne kanalisatsioon,dušš",elektripliit,,trepikoda lukus,palkmaja,"internet,digi-TV",sundventilatsioon,,,"elekter,vesi,küte",,,,,380.00,,,380.00,tasuta parkimine,eterniit,,,harju
124,"Posti tn 1/1,Haapsalu linn, Lääne maakond",2022-10-24,renoveeritud,2,,55.1,,,1,2,"mööbel,TV,külmik",380.0,,,energiamärgis määramata,2021,,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,,trepikoda lukus,palkmaja,"digi-TV,internet",sundventilatsioon,,,"elekter,vesi,küte",,,,,380.00,,,380.00,tasuta parkimine,eterniit,,,harju
125,"Idapõllu tee 6,Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-24,valmis,3,2,65.5,,,1,5,"mööbel,külmik",650.0,,,C,2007,,keskküte,"vann,pesumasin",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
126,"Kallasmaa tn,Tallinn, Harju maakond",2022-10-24,,46,,,,,1,2,"eraldi sissepääs,mööbel,mööbli võimalus,TV,külmik",200.0,,,energiamärgis määramata,,,elektriküte,"dušš,boiler,pesumasin,saun,lokaalne kanalisatsioon",,,"turvauks,naabrivalve,videokaamerad,trepikoda lukus",kivimaja,internet,,,,kõik kommunaalteenused,,,,,35.00,,,,tasuta parkimine,bituumen,,,harju
127,"Hariduse tn 6, Jõhvi,Jõhvi linn, Ida-Viru maakond",2022-10-24,renoveeritud,2,1,39.1,,,1,5,"mööbel,TV,külmik",270.0,,,E,1964,,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon,boiler",elektripliit,1,"trepikoda lukus,turvauks",plokkmaja,"telefon,digi-TV,internet",,korteriomand,,"küte,elekter,kõik kommunaalteenused,gaas,vesi",,,kelder,,1000.00,,,270.00,tasuta parkimine,eterniit,,,harju
128,"Estonia pst 19, Ahtme,Ahtme linnaosa, Kohtla-Järve linn, Ida-Viru maakond",2022-10-24,renoveeritud,1,,31.5,,,4,5,"mööbel,Lemmikloomad lubatud,külmik",170.0,35.00,110.00,energiamärgis määramata,1981,,keskküte,"pesumasin,vann,tsentraalne kanalisatsioon",gaasipliit,1,"trepikoda lukus,turvauks",paneelmaja,"digi-TV,telefon,internet",,korteriomand,,"kõik kommunaalteenused,gaas,elekter,vesi,küte",,,kelder,,200.00,,,170.00,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,harju
129,"Kari tn 7, Pelguranna,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,39.3,,,2,4,"mööbel,külmik",597.0,,,E,1963,,keskküte,"dušš,boiler,pesumasin",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,14132601,,,,,,harju
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
132,"Kiikri tn 6,Kadriorg, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,48.0,rõdu,8.50,2,4,"mööbel,külmik",997.0,,,energiamärgis määramata,2022,jah,"keskküte,põrandaküte","dušš,pesumasin",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,25817001,,,,,,harju
133,"Gonsiori tn 29, Torupilli,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,35.5,,,2,6,"mööbel,külmik",577.0,,,energiamärgis määramata,1951,jah,keskküte,"dušš,pesumasin",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,14691950,,,,,,harju
134,"Vesivärava tn 50, Torupilli,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,1,,35.7,rõdu,7.70,5,9,"mööbel,külmik",597.0,,,energiamärgis määramata,2019,jah,"keskküte,põrandaküte","dušš,pesumasin",elektripliit,,trepikoda lukus,,,,korteriomand,,,,,,,,,16640550,,,,,,harju
135,"Kalaranna tn 8/11,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,49.8,,,2,5,külmik,917.0,82.00,,B,2022,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"videokaamerad,turvauks,trepikoda lukus",kivimaja,"internet,kaabel-TV",,korteriomand,,,,,,,,,,,,,,,harju
136,"Koidu tn 99, Uus-Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,41.3,,,5,5,"mööbel,külmik",697.0,68.00,128.00,B,2019,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"turvauks,trepikoda lukus",kivimaja,"internet,kaabel-TV,kaabel-TV",,korteriomand,,,,,,,,,,,,,,,harju
137,"Kalaranna 8/11,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,49.8,,,2,5,külmik,917.0,82.00,,B,2022,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"videokaamerad,turvauks,trepikoda lukus",kivimaja,"internet,kaabel-TV",,korteriomand,,,,,,,,,,,,,,,harju
138,"Tatari tn 7, Südalinn,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,38.6,,,1,2,"mööbel,külmik",657.0,96.00,146.00,,1940,,"keskküte,põrandaküte","dušš,pesumasin",,,trepikoda lukus,puitmaja,"internet,kaabel-TV",,korteriomand,,,,,,,,,,,,,,,harju
139,"Oda tn 2, Kalaranna,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,47.6,rõdu,4.30,4,4,"mööbel,külmik",800.0,,,B,2021,jah,"keskküte,põrandaküte","dušš,pesumasin",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"internet,kaabel-TV",,korteriomand,,,,,,,,,,,,,,,harju
140,"Metsa tn, SUVENI, JUBA VABA, Mai,Pärnu linn, Pärnu maakond",2022-10-24,renoveeritud,1,,35.0,,,3,3,"mööbel,TV,külmik",280.0,,,,,,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš,boiler",elektripliit,1,"trepikoda lukus,turvauks",kivimaja,"internet,digi-TV",konditsioneer,,,"vesi,elekter,küte",,,,,280.00,,,280.00,kindel parkimiskoht kinnistul,,,,harju
141,"Liinivahe tn 1,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,62.2,rõdu,5.20,2,5,mööbel,1050.0,,,B,2022,jah,"keskküte,põrandaküte","vann,pesumasin",elektripliit,1,trepikoda lukus,paneelmaja,"internet,digi-TV,telefon",sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,"panipaik,garderoob",,1050.00,,,1050.00,parkimiskoht maa-aluses garaažis,,,,harju
142,"Paepargi tn 50/1, Paepargi,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,63.9,rõdu,4.70,10,14,külmik,670.0,,,B,2020,jah,"keskküte,põrandaküte",dušš,,,"turvauks,trepikoda lukus",paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
143,"Tamme tn 19,Haapsalu linn, Lääne maakond",2022-10-24,valmis,2,,46.6,rõdu,,3,5,"mööbli võimalus,külmik",280.0,,,energiamärgis määramata,1970,,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš,wc ja vannituba eraldi",elektripliit,,"trepikoda lukus,turvauks",paneelmaja,,,korteriomand,,,,,kelder,,280.00,,,280.00,,rullmaterjal,,,harju
144,"Uus-Kalamaja tn 2/1,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,95.5,rõdu,,3,3,,1750.0,,,energiamärgis määramata,2018,,,,,2,,kivimaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
145,"Keemikute tn 15,Maardu linn, Harju maakond",2022-10-24,"uus viimistlus,valmis",3,2,59.7,,,3,3,"mööbel,TV,külmik",650.0,100.00,200.00,D,2007,,elektriküte,"boiler,pesumasin,tsentraalne kanalisatsioon,dušš,saun,vann",,1,"trepikoda lukus,turvauks",kivimaja,"digi-TV,telefon,internet",,korteriomand,,"vesi,elekter,kõik kommunaalteenused",,,,,650.00,,11113102,780.00,tasuta parkimine,plekk,,,harju
146,"Mustamäe tee 29,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,3,2,79.3,,,5,6,"kinnine hoov,mööbel,külmik",695.0,,,D,2003,jah,keskküte,"dušš,pesumasin,vann",elektripliit,1,"videokaamerad,trepikoda lukus",,,,korteriomand,,,,,panipaik,,,,,,kindel parkimiskoht kinnistul,,,,harju
147,"Liivaoja tn 1, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,91.0,rõdu,30.00,4,4,"mööbel,külmik",1390.0,,,,2006,jah,"keskküte,kamin","dušš,pesumasin",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"internet,kaabel-TV",kliimaseade,korteriomand,,,,,,,1390.00,,,,,,,,harju
148,"Pirita tee 26, Meerhof,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,171.5,rõdu,49.30,7,9,,2750.0,,,B,2015,jah,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann",,,"turvauks,trepikoda lukus",paneelmaja,internet,kliimaseade,korteriomand,,,,,,,,,,,,,,,harju
